"","Date","Open","High","Low","Close","Adj.Close","Volume","일일종가차이"
"497",2022-01-04,114000,114500,111000,111500,111500,2396207,-1000
"498",2022-01-05,111000,111000,105000,105500,105500,5108428,-6000
"499",2022-01-06,102500,103000,99900,1e+05,1e+05,7120428,-5500
"500",2022-01-07,1e+05,101500,99800,1e+05,1e+05,3962672,0
"501",2022-01-10,1e+05,100500,95200,96600,96600,5377749,-3400
"502",2022-01-11,96000,97200,94500,95000,95000,4382380,-1600
"503",2022-01-12,96100,98600,96100,97200,97200,3354459,2200
"504",2022-01-13,97500,98200,96200,96700,96700,2519096,-500
"505",2022-01-14,95200,95300,93600,93900,93900,2685014,-2800
"506",2022-01-17,92900,94300,92000,92900,92900,2589273,-1000
"507",2022-01-18,92900,94400,92000,92000,92000,1650829,-900
"508",2022-01-19,88400,90400,87300,90400,90400,4587643,-1600
"509",2022-01-20,90800,92700,88800,92300,92300,3004684,1900
"510",2022-01-21,91100,94100,90600,91800,91800,2954607,-500
"511",2022-01-24,90900,92100,89700,90000,90000,2021697,-1800
"512",2022-01-25,90300,90700,87500,87600,87600,2844579,-2400
"513",2022-01-26,87600,87600,87600,87600,87600,0,0
"514",2022-01-27,87000,87500,82600,82600,82600,3793749,-5000
"515",2022-01-28,82800,85600,82200,85000,85000,2958280,2400
"516",2022-02-03,87100,88300,85100,85100,85100,3118696,100
"517",2022-02-04,85100,87500,84500,87100,87100,1870626,2000
"518",2022-02-07,87300,88000,85000,88000,88000,2224116,900
"519",2022-02-08,88000,88000,88000,88000,88000,0,0
"520",2022-02-09,88000,88000,88000,88000,88000,0,0
"521",2022-02-10,86900,89400,86000,87300,87300,3401352,-700
"522",2022-02-11,87300,93600,85300,91700,91700,7012496,4400
"523",2022-02-14,90300,90800,87500,88800,88800,4002853,-2900
"524",2022-02-15,89200,91000,87900,88300,88300,2250253,-500
"525",2022-02-16,90200,92100,89600,91900,91900,2468864,3600
"526",2022-02-17,91900,92100,89200,90600,90600,2851978,-1300
"527",2022-02-18,89200,92500,88700,91400,91400,2232912,800
"528",2022-02-21,91400,91400,91400,91400,91400,0,0
"529",2022-02-22,91400,91400,91400,91400,91400,0,0
"530",2022-02-23,91400,91400,91400,91400,91400,0,0
"531",2022-02-24,91100,91800,89300,90000,90000,2176721,-1400
"532",2022-02-25,92100,95000,91800,94400,94400,3690345,4400
"533",2022-02-28,94400,94400,94400,94400,94400,0,0
"534",2022-03-02,94400,95700,93900,95300,95300,2173330,900
"535",2022-03-03,96100,97300,95300,96600,96600,1738057,1300
"536",2022-03-04,96600,96600,96600,96600,96600,0,0
"537",2022-03-07,93400,93500,91600,91600,91600,1950179,-5000
"538",2022-03-08,90000,94000,89600,92100,92100,1774311,500
"539",2022-03-10,92100,92100,92100,92100,92100,0,0
"540",2022-03-11,92100,92100,92100,92100,92100,0,0
"541",2022-03-14,102500,105000,102000,103500,103500,3656814,11400
"542",2022-03-15,103500,103500,103500,103500,103500,0,0
"543",2022-03-16,103500,103500,103500,103500,103500,0,0
"544",2022-03-17,103500,103500,103500,103500,103500,0,0
"545",2022-03-18,107500,109000,106000,108500,108500,2993197,5000
"546",2022-03-21,108500,108500,108500,108500,108500,0,0
"547",2022-03-22,104500,108000,104500,106500,106500,2052237,-2000
"548",2022-03-23,107500,108500,104500,106500,106500,2310401,0
"549",2022-03-24,105000,105500,103000,105000,105000,2071398,-1500
"550",2022-03-25,106000,107000,104000,105000,105000,1944089,0
"551",2022-03-28,105000,105500,102500,105000,105000,1534357,0
"552",2022-03-29,106000,106500,104500,105500,105500,1318977,500
"553",2022-03-30,107000,108000,106000,106500,106500,1115413,1000
"554",2022-03-31,106000,107500,105500,106500,106500,1065806,0
"555",2022-04-01,105500,106500,105000,106000,106000,1163804,-500
"556",2022-04-04,105500,106000,104000,105500,105500,1276251,-500
"557",2022-04-05,106500,108000,106000,107500,107500,1617662,2000
"558",2022-04-06,105500,106500,104000,105000,105000,1529617,-2500
"559",2022-04-07,103000,103500,99900,99900,99900,2885845,-5100
"560",2022-04-08,1e+05,100500,96500,98000,98000,2929790,-1900
"561",2022-04-11,97100,97100,94600,95100,95100,2061220,-2900
"562",2022-04-12,93400,95100,92100,94100,94100,1909946,-1000
"563",2022-04-13,95000,96200,94600,95800,95800,1403239,1700
"564",2022-04-14,96400,96500,94500,96100,96100,1299995,300
"565",2022-04-15,95000,96700,93700,95400,95400,1080260,-700
"566",2022-04-18,94500,94900,94000,94400,94400,774064,-1000
"567",2022-04-19,95000,96500,94900,95100,95100,836819,700
"568",2022-04-20,96100,96200,94600,95100,95100,880905,0
"569",2022-04-21,95100,95100,93100,93600,93600,1809576,-1500
"570",2022-04-22,92200,92400,91400,92000,92000,1553904,-1600
"571",2022-04-25,90400,91600,89600,89700,89700,1511408,-2300
"572",2022-04-26,89800,91700,89700,90200,90200,1368258,500
"573",2022-04-27,87600,88900,87600,88400,88400,1379033,-1800
